_id,date,center_name,attendance_count
14328,2012-11-08,Warrington Community Center,41
14329,2012-11-08,Paulson Community Center,53
14330,2012-11-08,Phillips Community Center,3
14331,2012-11-08,Ammon Community Center,6
14332,2012-11-08,Arlington Community Center,112
14333,2012-11-08,Brookline Community Center,141
14334,2012-11-08,Ormsby Community Center,37
14335,2012-11-08,Jefferson Community Center,25
14336,2012-11-08,Magee Community Center,36
14337,2012-11-08,West Penn Community Center,112
14338,2012-11-07,Phillips Community Center,18
14339,2012-11-07,Paulson Community Center,45
14340,2012-11-07,Warrington Community Center,44
14341,2012-11-07,Brookline Community Center,195
14342,2012-11-07,Ammon Community Center,90
14343,2012-11-07,Arlington Community Center,30
14344,2012-11-07,Magee Community Center,19
14345,2012-11-07,Jefferson Community Center,18
14346,2012-11-07,Ormsby Community Center,35
14347,2012-11-07,West Penn Community Center,93
14348,2012-11-06,Phillips Community Center,121
14349,2012-11-06,Arlington Community Center,139
14350,2012-11-06,Ammon Community Center,102
14351,2012-11-06,Brookline Community Center,122
14352,2012-11-06,Ormsby Community Center,53
14353,2012-11-06,Jefferson Community Center,28
14354,2012-11-06,Magee Community Center,40
14355,2012-11-06,West Penn Community Center,67
14356,2012-11-05,Phillips Community Center,12
14357,2012-11-05,Paulson Community Center,48
14358,2012-11-05,Brookline Community Center,184
14359,2012-11-05,Ammon Community Center,217
14360,2012-11-05,Arlington Community Center,14
14361,2012-11-05,Magee Community Center,41
14362,2012-11-05,Jefferson Community Center,25
14363,2012-11-05,Ormsby Community Center,80
14364,2012-11-05,West Penn Community Center,94
14365,2012-11-03,Phillips Community Center,13
14366,2012-11-03,Brookline Community Center,100
14367,2012-11-03,Ormsby Community Center,3
14368,2012-11-03,West Penn Community Center,7
14369,2012-11-02,Phillips Community Center,18
14370,2012-11-02,Paulson Community Center,36
14371,2012-11-02,Warrington Community Center,22
14372,2012-11-02,Brookline Community Center,147
14373,2012-11-02,Arlington Community Center,6
14374,2012-11-02,Ammon Community Center,19
14375,2012-11-02,Ormsby Community Center,28
14376,2012-11-02,Jefferson Community Center,17
14377,2012-11-02,Magee Community Center,31
14378,2012-11-02,West Penn Community Center,88
14379,2012-11-01,Warrington Community Center,18
14380,2012-11-01,Paulson Community Center,25
14381,2012-11-01,Phillips Community Center,19
14382,2012-11-01,Ammon Community Center,158
14383,2012-11-01,Arlington Community Center,26
14384,2012-11-01,Brookline Community Center,241
14385,2012-11-01,Magee Community Center,24
14386,2012-11-01,Jefferson Community Center,36
14387,2012-11-01,Ormsby Community Center,25
14388,2012-11-01,West Penn Community Center,112
14389,2012-10-31,Phillips Community Center,22
14390,2012-10-31,Paulson Community Center,37
14391,2012-10-31,Warrington Community Center,32
14392,2012-10-31,Brookline Community Center,185
14393,2012-10-31,Arlington Community Center,54
14394,2012-10-31,Ammon Community Center,16
14395,2012-10-31,Ormsby Community Center,50
14396,2012-10-31,Jefferson Community Center,31
14397,2012-10-31,Magee Community Center,40
14398,2012-10-31,West Penn Community Center,64
14399,2012-10-30,Arlington Community Center,65
14400,2012-10-29,Warrington Community Center,19
14401,2012-10-29,Paulson Community Center,19
14402,2012-10-29,Phillips Community Center,10
14403,2012-10-29,Arlington Community Center,15
14404,2012-10-29,Ammon Community Center,15
14405,2012-10-29,Brookline Community Center,102
14406,2012-10-29,Magee Community Center,20
14407,2012-10-29,Jefferson Community Center,9
14408,2012-10-29,Ormsby Community Center,58
14409,2012-10-29,West Penn Community Center,36
14410,2012-10-27,Phillips Community Center,166
14411,2012-10-27,Brookline Community Center,131
14412,2012-10-27,Ormsby Community Center,24
14413,2012-10-27,Jefferson Community Center,7
14414,2012-10-27,West Penn Community Center,21
14415,2012-10-26,Phillips Community Center,36
14416,2012-10-26,Brookline Community Center,69
14417,2012-10-26,Ammon Community Center,4
14418,2012-10-26,Arlington Community Center,100
14419,2012-10-26,Jefferson Community Center,29
14420,2012-10-26,Magee Community Center,21
14421,2012-10-26,Ormsby Community Center,18
14422,2012-10-26,West Penn Community Center,55
14423,2012-10-25,Phillips Community Center,12
14424,2012-10-25,Paulson Community Center,4
14425,2012-10-25,Warrington Community Center,17
14426,2012-10-25,Arlington Community Center,11
14427,2012-10-25,Ammon Community Center,15
14428,2012-10-25,Brookline Community Center,32
14429,2012-10-25,Ormsby Community Center,13
14430,2012-10-25,Magee Community Center,29
14431,2012-10-25,Jefferson Community Center,20
14432,2012-10-25,West Penn Community Center,21
14433,2012-10-24,Warrington Community Center,44
14434,2012-10-24,Paulson Community Center,17
14435,2012-10-24,Phillips Community Center,21
14436,2012-10-24,Brookline Community Center,244
14437,2012-10-24,Ammon Community Center,33
14438,2012-10-24,Arlington Community Center,11
14439,2012-10-24,Jefferson Community Center,29
14440,2012-10-24,Magee Community Center,39
14441,2012-10-24,Ormsby Community Center,68
14442,2012-10-24,West Penn Community Center,84
14443,2012-10-23,Phillips Community Center,22
14444,2012-10-23,Paulson Community Center,79
14445,2012-10-23,Warrington Community Center,34
14446,2012-10-23,Arlington Community Center,14
14447,2012-10-23,Ammon Community Center,14
14448,2012-10-23,Brookline Community Center,216
14449,2012-10-23,Ormsby Community Center,98
14450,2012-10-23,Magee Community Center,35
14451,2012-10-23,Jefferson Community Center,40
14452,2012-10-23,West Penn Community Center,51
14453,2012-10-22,Warrington Community Center,40
14454,2012-10-22,Paulson Community Center,18
14455,2012-10-22,Phillips Community Center,36
14456,2012-10-22,Brookline Community Center,216
14457,2012-10-22,Ammon Community Center,12
14458,2012-10-22,Arlington Community Center,4
14459,2012-10-22,Jefferson Community Center,27
14460,2012-10-22,Magee Community Center,37
14461,2012-10-22,Ormsby Community Center,81
14462,2012-10-22,West Penn Community Center,86
14463,2012-10-20,Brookline Community Center,149
14464,2012-10-20,Ormsby Community Center,11
14465,2012-10-20,Jefferson Community Center,4
14466,2012-10-20,West Penn Community Center,18
14467,2012-10-19,Phillips Community Center,48
14468,2012-10-19,Paulson Community Center,27
14469,2012-10-19,Warrington Community Center,32
14470,2012-10-19,Brookline Community Center,110
14471,2012-10-19,Arlington Community Center,34
14472,2012-10-19,Ammon Community Center,8
14473,2012-10-19,Jefferson Community Center,25
14474,2012-10-19,Magee Community Center,19
14475,2012-10-19,Ormsby Community Center,33
14476,2012-10-19,West Penn Community Center,50
14477,2012-10-18,Warrington Community Center,39
14478,2012-10-18,Paulson Community Center,30
14479,2012-10-18,Phillips Community Center,16
14480,2012-10-18,Ammon Community Center,80
14481,2012-10-18,Arlington Community Center,109
14482,2012-10-18,Brookline Community Center,103
14483,2012-10-18,Ormsby Community Center,42
14484,2012-10-18,Magee Community Center,17
14485,2012-10-18,Jefferson Community Center,40
14486,2012-10-18,West Penn Community Center,97
14487,2012-10-17,Phillips Community Center,21
14488,2012-10-17,Paulson Community Center,37
14489,2012-10-17,Warrington Community Center,37
14490,2012-10-17,Brookline Community Center,208
14491,2012-10-17,Arlington Community Center,59
14492,2012-10-17,Ammon Community Center,15
14493,2012-10-17,Jefferson Community Center,27
14494,2012-10-17,Magee Community Center,27
14495,2012-10-17,Ormsby Community Center,61
14496,2012-10-17,West Penn Community Center,81
14497,2012-10-16,Warrington Community Center,22
14498,2012-10-16,Paulson Community Center,63
14499,2012-10-16,Phillips Community Center,30
14500,2012-10-16,Ammon Community Center,59
14501,2012-10-16,Arlington Community Center,91
14502,2012-10-16,Brookline Community Center,203
14503,2012-10-16,Ormsby Community Center,86
14504,2012-10-16,Magee Community Center,24
14505,2012-10-16,Jefferson Community Center,34
14506,2012-10-16,West Penn Community Center,63
14507,2012-10-15,Phillips Community Center,77
14508,2012-10-15,Warrington Community Center,32
14509,2012-10-15,Brookline Community Center,162
14510,2012-10-15,Arlington Community Center,14
14511,2012-10-15,Ammon Community Center,20
14512,2012-10-15,Jefferson Community Center,20
14513,2012-10-15,Magee Community Center,28
14514,2012-10-15,Ormsby Community Center,46
14515,2012-10-15,West Penn Community Center,120
14516,2012-10-13,Brookline Community Center,200
14517,2012-10-13,Ormsby Community Center,2
14518,2012-10-13,West Penn Community Center,317
14519,2012-10-12,Warrington Community Center,38
14520,2012-10-12,Phillips Community Center,39
14521,2012-10-12,Paulson Community Center,38
14522,2012-10-12,Brookline Community Center,148
14523,2012-10-12,Ammon Community Center,9
14524,2012-10-12,Arlington Community Center,99
14525,2012-10-12,Ormsby Community Center,51
14526,2012-10-12,Magee Community Center,34
14527,2012-10-12,Jefferson Community Center,24
14528,2012-10-12,West Penn Community Center,270
14529,2012-10-11,Paulson Community Center,47
14530,2012-10-11,Phillips Community Center,11
14531,2012-10-11,Warrington Community Center,46
14532,2012-10-11,Arlington Community Center,80
14533,2012-10-11,Ammon Community Center,25
14534,2012-10-11,Brookline Community Center,197
14535,2012-10-11,Jefferson Community Center,26
14536,2012-10-11,Magee Community Center,38
14537,2012-10-11,Ormsby Community Center,70
14538,2012-10-11,West Penn Community Center,93
14539,2012-10-10,Warrington Community Center,50
14540,2012-10-10,Phillips Community Center,21
14541,2012-10-10,Paulson Community Center,34
14542,2012-10-10,Brookline Community Center,281
14543,2012-10-10,Ammon Community Center,32
14544,2012-10-10,Arlington Community Center,58
14545,2012-10-10,Ormsby Community Center,43
14546,2012-10-10,Magee Community Center,54
14547,2012-10-10,Jefferson Community Center,29
14548,2012-10-10,West Penn Community Center,63
14549,2012-10-09,Paulson Community Center,51
14550,2012-10-09,Phillips Community Center,27
14551,2012-10-09,Warrington Community Center,47
14552,2012-10-09,Arlington Community Center,28
14553,2012-10-09,Ammon Community Center,20
14554,2012-10-09,Brookline Community Center,189
14555,2012-10-09,Jefferson Community Center,22
14556,2012-10-09,Magee Community Center,36
14557,2012-10-09,Ormsby Community Center,77
14558,2012-10-09,West Penn Community Center,42
14559,2012-10-08,Warrington Community Center,41
14560,2012-10-08,Phillips Community Center,22
14561,2012-10-08,Paulson Community Center,56
14562,2012-10-08,Brookline Community Center,180
14563,2012-10-08,Ammon Community Center,14
14564,2012-10-08,Arlington Community Center,33
14565,2012-10-08,Ormsby Community Center,66
14566,2012-10-08,Magee Community Center,15
14567,2012-10-08,Jefferson Community Center,21
14568,2012-10-08,West Penn Community Center,70
14569,2012-10-06,Brookline Community Center,454
14570,2012-10-06,Jefferson Community Center,4
14571,2012-10-06,Ormsby Community Center,24
14572,2012-10-06,West Penn Community Center,14
14573,2012-10-05,Paulson Community Center,50
14574,2012-10-05,Phillips Community Center,20
14575,2012-10-05,Warrington Community Center,15
14576,2012-10-05,Brookline Community Center,100
14577,2012-10-05,Arlington Community Center,157
14578,2012-10-05,Ammon Community Center,17
14579,2012-10-05,Ormsby Community Center,37
14580,2012-10-05,Jefferson Community Center,18
14581,2012-10-05,Magee Community Center,28
14582,2012-10-05,West Penn Community Center,57
14583,2012-10-04,Warrington Community Center,22
14584,2012-10-04,Phillips Community Center,17
14585,2012-10-04,Paulson Community Center,25
14586,2012-10-04,Ammon Community Center,17
14587,2012-10-04,Arlington Community Center,96
14588,2012-10-04,Brookline Community Center,222
14589,2012-10-04,Magee Community Center,25
14590,2012-10-04,Jefferson Community Center,5
14591,2012-10-04,Ormsby Community Center,49
14592,2012-10-04,West Penn Community Center,88
14593,2012-10-03,Paulson Community Center,42
14594,2012-10-03,Phillips Community Center,14
14595,2012-10-03,Warrington Community Center,13
14596,2012-10-03,Brookline Community Center,281
14597,2012-10-03,Arlington Community Center,58
14598,2012-10-03,Ammon Community Center,14
14599,2012-10-03,Ormsby Community Center,53
14600,2012-10-03,Jefferson Community Center,16
14601,2012-10-03,Magee Community Center,35
14602,2012-10-03,West Penn Community Center,91
14603,2012-10-02,Warrington Community Center,13
14604,2012-10-02,Phillips Community Center,26
14605,2012-10-02,Paulson Community Center,61
14606,2012-10-02,Ammon Community Center,63
14607,2012-10-02,Arlington Community Center,23
14608,2012-10-02,Brookline Community Center,174
14609,2012-10-02,Magee Community Center,25
14610,2012-10-02,Jefferson Community Center,34
14611,2012-10-02,Ormsby Community Center,97
14612,2012-10-02,West Penn Community Center,40
14613,2012-10-01,Paulson Community Center,29
14614,2012-10-01,Phillips Community Center,38
14615,2012-10-01,Warrington Community Center,19
14616,2012-10-01,Brookline Community Center,157
14617,2012-10-01,Arlington Community Center,42
14618,2012-10-01,Ammon Community Center,16
14619,2012-10-01,Ormsby Community Center,42
14620,2012-10-01,Jefferson Community Center,24
14621,2012-10-01,Magee Community Center,27
14622,2012-10-01,West Penn Community Center,64
14623,2012-09-29,Brookline Community Center,173
14624,2012-09-29,Ormsby Community Center,3
14625,2012-09-29,West Penn Community Center,10
14626,2012-09-28,Warrington Community Center,19
